ID,Gene title,Gene symbol,Platform_ORF
4447,Rtg3p,RTG3,YBL103C
4448,Aip1p,AIP1,YMR092C
4449,phosphoenolpyruvate carboxykinase PCK1,PCK1,YKR097W
4450,Crt10p,CRT10,YOL063C
4451,SUMO protease ULP1,ULP1,YPL020C
4452,phosphatidylinositol transporter,PDR16,YNL231C
4453,threonine aldolase GLY1,GLY1,YEL046C
4454,mevalonate kinase,ERG12,YMR208W
4455,Aim45p,AIM45,YPR004C
4456,imidazoleglycerol-phosphate synthase,HIS7,YBR248C
4457,hypothetical protein,YPL191C,YPL191C
4458,Ssp2p,SSP2,YOR242C
4459,Ent3p,ENT3,YJR125C
4460,argininosuccinate lyase ARG4,ARG4,YHR018C
4461,putative hydrolase,LPL1,YOR059C
4462,Nha1p,NHA1,YLR138W
4463,replication factor C subunit 2,RFC2,YJR068W
4464,Tcm62p,TCM62,YBR044C
4465,hypothetical protein,YLL032C,YLL032C
4466,peroxin PEX13,PEX13,YLR191W
4467,aspartyl protease,MKC7,YDR144C
4468,Ubx4p,UBX4,YMR067C
4469,Jen1p,JEN1,YKL217W
4470,Dot6p,DOT6,YER088C
4471,proline permease PUT4,PUT4,YOR348C
4472,serine/threonine protein kinase YGK3,YGK3,YOL128C
4473,Yap6p,YAP6,YDR259C
4474,hypothetical protein,YNR066C,YNR066C
4475,Ina1p,INA1,YLR413W
4476,hypothetical protein,YGL176C,YGL176C
4477,transcriptional regulator GAL3,GAL3,YDR009W
4478,Mrn1p,MRN1,YPL184C
4479,Coy1p,COY1,YKL179C
4480,17-beta-hydroxysteroid dehydrogenase-like protein,YBR056W,YBR056W
4481,putative glucosidase SUN4,SUN4,YNL066W
4482,hypothetical protein,YJR154W,YJR154W
4483,apyrase,YND1,YER005W
4484,Mtc1p,MTC1,YJL123C
4485,asparaginase ASP1,ASP1,YDR321W
4486,septin CDC10,CDC10,YCR002C
4487,hypothetical protein,YDR222W,YDR222W
4488,gamma-tubulin complex subunit SPC72,SPC72,YAL047C
4489,putative metalloreductase,AIM14,YGL160W
4490,Mbr1p,MBR1,YKL093W
4491,recombinase RAD51,RAD51,YER095W
4492,threonine ammonia-lyase ILV1,ILV1,YER086W
4493,TFIIH/NER complex subunit TFB3,TFB3,YDR460W
4494,Puf6p,PUF6,YDR496C
4495,methionine--tRNA ligase MSM1,MSM1,YGR171C
4496,transcriptional regulator SWI6,SWI6,YLR182W
4497,proteasome regulatory particle base subunit RPT6,RPT6,YGL048C
4498,Golgi transport complex subunit COG3,COG3,YER157W
4499,TRAMP complex RNA-binding subunit,AIR1,YIL079C
4500,Cbp2p,CBP2,YHL038C
4501,cullin RTT101,RTT101,YJL047C
4502,Rtc4p,RTC4,YNL254C
4503,threonylcarbamoyladenylate synthase,SUA5,YGL169W
4504,Om45p,OM45,YIL136W
4505,anaphase promoting complex subunit CDC16,CDC16,YKL022C
4506,serine/threonine protein kinase PRR2,PRR2,YDL214C
4507,Utp13p,UTP13,YLR222C
4508,stearoyl-CoA 9-desaturase,OLE1,YGL055W
4509,Dap2p,DAP2,YHR028C
4510,Mtf2p,MTF2,YDL044C
4511,Arf family guanine nucleotide exchange factor YEL1,YEL1,YBL060W
4512,dolichyl-diphosphooligosaccharide-protein glycotransferase,WBP1,YEL002C
4513,putative GTPase MTG1,MTG1,YMR097C
4514,Ypp1p,YPP1,YGR198W
4515,protein kinase IKS1,IKS1,YJL057C
4516,Sxm1p,SXM1,YDR395W
4517,Apm3p,APM3,YBR288C
4518,carnitine O-acetyltransferase YAT2,YAT2,YER024W
4519,Bsc6p,BSC6,YOL137W
4520,Mif2p,MIF2,YKL089W
4521,snoRNA-binding rRNA-processing protein UTP15,UTP15,YMR093W
4522,hypothetical protein,YDR514C,YDR514C
4523,Mus81p,MUS81,YDR386W
4524,ubiquitin-specific protease UBP6,UBP6,YFR010W
4526,Mtr10p,MTR10,YOR160W
4527,"saccharopine dehydrogenase (NADP+, L-glutamate-forming)",LYS9,YNR050C
4529,putative AAA family ATPase SAP1,SAP1,YER047C
4530,tRNase Z,TRZ1,YKR079C
4531,alanine--glyoxylate transaminase,AGX1,YFL030W
4532,ferrochelatase HEM15,HEM15,YOR176W
4533,WD-repeat containing protein SWD2,SWD2,YKL018W
4534,ubiquitin-binding protein,GGA1,YDR358W
4535,Cep3p,CEP3,YMR168C
4536,phosphatidylinositol 3-kinase VPS34,VPS34,YLR240W
4537,"putative glucan endo-1,3-beta-D-glucosidase",SCW11,YGL028C
4538,farnesyltranstransferase,BTS1,YPL069C
4539,Trk2p,TRK2,YKR050W
4540,putative aminopeptidase,YDR415C,YDR415C
4541,ssDNA-dependent ATPase MGS1,MGS1,YNL218W
4542,putative cystathionine gamma-synthase,YML082W,YML082W
4543,branched-chain-amino-acid transaminase BAT1,BAT1,YHR208W
4544,Cti6p,CTI6,YPL181W
4545,mannose-ethanolamine phosphotransferase GPI13,GPI13,YLL031C
4546,Spt2p,SPT2,YER161C
4547,Kri1p,KRI1,YNL308C
4548,RNA-binding snoRNP assembly protein,NAF1,YNL124W
4549,Aim25p,AIM25,YJR100C
4550,GTP cyclohydrolase II,RIB1,YBL033C
4551,Pet309p,PET309,YLR067C
4552,kinase-regulated stress-responsive transcription factor SKN7,SKN7,YHR206W
4553,Cin1p,CIN1,YOR349W
4554,Msa2p,MSA2,YKR077W
4555,meiotic recombination directing protein,MSC7,YHR039C
4557,Gic1p,GIC1,YHR061C
4558,peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase,PNG1,YPL096W
4559,threo-3-hydroxy-L-aspartate ammonia-lyase SRY1,SRY1,YKL218C
4560,Fmp25p,FMP25,YLR077W
4561,phosphogluconate dehydrogenase (decarboxylating) GND1,GND1,YHR183W
4562,Rho family guanine nucleotide exchange factor CDC24,CDC24,YAL041W
4563,RNA-dependent ATPase HCA4,HCA4,YJL033W
4564,putative serine/threonine protein kinase ENV7,ENV7,YPL236C
4565,E3 ubiquitin-protein ligase HRD1,HRD1,YOL013C
4566,ubiquitin-specific protease UBP8,UBP8,YMR223W
4567,protein kinase PKP1,PKP1,YIL042C
4568,oxysterol-binding protein related protein SWH1,SWH1,YAR044W
4569,glucosaminyl-phosphotidylinositol O-acyltransferase,GWT1,YJL091C
4570,hypothetical protein,YBL029W,YBL029W
4571,Whi2p,WHI2,YOR043W
4572,putative electron-transferring-flavoprotein dehydrogenase,CIR2,YOR356W
4573,serine/threonine protein kinase PRR1,PRR1,YKL116C
4574,putative Rab GTPase-binding protein SRO77,SRO77,YBL106C
4575,tRNA splicing endonuclease subunit SEN2,SEN2,YLR105C
4576,amino acid transporter AGP1,AGP1,YCL025C
4577,Kap120p,KAP120,YPL125W
4578,hypothetical protein,YJR142W,YJR142W
4579,hypothetical protein,YBR241C,YBR241C
4580,lysophosphatidic acid acyltransferase ICT1,ICT1,YLR099C
4581,Dtr1p,DTR1,YBR180W
4582,actin-related protein 1,ARP1,YHR129C
4583,hypothetical protein,YNR021W,YNR021W
4584,succinate dehydrogenase flavoprotein subunit SDH1,SDH1,YKL148C
4585,Sec1p,SEC1,YDR164C
4586,Ucc1p,UCC1,YLR224W
4587,nucleotide diphosphatase/phosphodiesterase NPP1,NPP1,YCR026C
4588,Hsp90 cochaperone SHQ1,SHQ1,YIL104C
4589,Rfm1p,RFM1,YOR279C
4590,dihydroorotate dehydrogenase,URA1,YKL216W
4591,nucleotide diphosphatase/phosphodiesterase NPP2,NPP2,YEL016C
4592,protein kinase RIO2,RIO2,YNL207W
4593,putative lipase,YDL109C,YDL109C
4595,hypothetical protein,YPR084W,YPR084W
4596,tethering complex ATP-binding subunit VPS33,VPS33,YLR396C
4597,"alpha-1,3-mannosyltransferase MNT2",MNT2,YGL257C
4598,lysine permease,LYP1,YNL268W
4599,Rad28p,RAD28,YDR030C
4600,hypothetical protein,YJR098C,YJR098C
4601,methionine aminopeptidase,MAP2,YBL091C
4602,Tpo1p,TPO1,YLL028W
4603,mRNA-binding protein WHI3,WHI3,YNL197C
4604,Pib2p,PIB2,YGL023C
4605,DNA helicase PIF1,PIF1,YML061C
4606,serine/threonine/tyrosine protein kinase MPS1,MPS1,YDL028C
4608,Noc3p,NOC3,YLR002C
4609,protein kinase RIO1,RIO1,YOR119C
4610,hypothetical protein,NIF3,YGL221C
4611,ubiquitin-ubiquitin ligase BUL2,BUL2,YML111W
4612,rRNA-processing protein SAS10,SAS10,YDL153C
4613,RNA helicase,DHR2,YKL078W
4614,Acf2p,ACF2,YLR144C
4615,thiamine transporter,THI72,YOR192C
4616,Hop1p,HOP1,YIL072W
4617,chromatin-binding/pre-rRNA-processing protein IPI3,IPI3,YNL182C
4618,Gtb1p,GTB1,YDR221W
4619,hypothetical protein,YMR206W,YMR206W
4620,Csc1p,CSC1,YLR241W
4621,Ldb19p,LDB19,YOR322C
4622,acetyl-CoA:L-glutamate N-acetyltransferase,ARG2,YJL071W
4623,dipeptidyl-peptidase III,YOL057W,YOL057W
4624,NADPH-adrenodoxin reductase,ARH1,YDR376W
4625,pseudouridine synthase PUS4,PUS4,YNL292W
4626,alpha-factor pheromone receptor STE2,STE2,YFL026W
4627,Mec3p,MEC3,YLR288C
4628,phosphoinositide 5-phosphatase INP54,INP54,YOL065C
4629,mismatch repair protein MSH3,MSH3,YCR092C
4630,hypothetical protein,YIL092W,YIL092W
4631,ESCRT-II subunit protein VPS36,VPS36,YLR417W
4632,She10p,SHE10,YGL228W
4633,SUMO ligase CST9,CST9,YLR394W
4634,Ase1p,ASE1,YOR058C
4635,ubiquitin-specific protease UBP1,UBP1,YDL122W
4636,succinate dehydrogenase SDH1b,YJL045W,YJL045W
4637,Van1p,VAN1,YML115C
4638,coenzyme A transporter,LEU5,YHR002W
4639,Rrn11p,RRN11,YML043C
4640,Rga1p,RGA1,YOR127W
4641,fimbrin,SAC6,YDR129C
4642,Jem1p,JEM1,YJL073W
4643,Mgr3p,MGR3,YMR115W
4644,Sfb3p,SFB3,YHR098C
4645,Pml39p,PML39,YML107C
4646,NADPH dehydrogenase,OYE3,YPL171C
4647,DNA-directed DNA polymerase eta,RAD30,YDR419W
4648,mannosyltransferase YUR1,YUR1,YJL139C
4649,Rim13p,RIM13,YMR154C
4650,proteasome core particle subunit beta 7,PRE4,YFR050C
4651,Ecm9p,ECM9,YKR004C
4652,type 2C protein phosphatase PTC1,PTC1,YDL006W
4653,Add66p,ADD66,YKL206C
4654,hypothetical protein,YPR027C,YPR027C
4655,putative rhomboid protease RBD2,RBD2,YPL246C
4656,hypothetical protein,YNL320W,YNL320W
4657,hypothetical protein,YJR111C,YJR111C
4658,Pex18p,PEX18,YHR160C
4659,hypothetical protein,YNR068C,YNR068C
4660,seipin,SEI1,YLR404W
4661,Eco1p,ECO1,YFR027W
4662,Pcl1p,PCL1,YNL289W
4663,hypothetical protein,YGR066C,YGR066C
4664,Dal82p,DAL82,YNL314W
4665,hypothetical protein,YPR015C,YPR015C
4666,putative porin POR2,POR2,YIL114C
4667,tRNA 2'-phosphotransferase,TPT1,YOL102C
4668,Nsg1p,NSG1,YHR133C
4669,serine/threonine protein kinase BUD32,BUD32,YGR262C
4670,hypothetical protein,YML003W,YML003W
4672,Golgi transport complex subunit COG7,COG7,YGL005C
4673,hypothetical protein,YNR040W,YNR040W
4674,TATA-binding protein,SPT15,YER148W
4675,peptidylprolyl isomerase family protein CPR5,CPR5,YDR304C
4676,hypoxanthine phosphoribosyltransferase,HPT1,YDR399W
4677,ribulose-phosphate 3-epimerase RPE1,RPE1,YJL121C
4678,hypothetical protein,YJR012C,YJR012C
4679,hypothetical protein,YKR045C,YKR045C
4680,v-SNARE protein VTI1,VTI1,YMR197C
4681,hypothetical protein,YHR127W,YHR127W
4682,hypothetical protein,YDR391C,YDR391C
4683,Rcr2p,RCR2,YDR003W
4684,thioredoxin peroxidase DOT5,DOT5,YIL010W
4685,C-8 sterol isomerase ERG2,ERG2,YMR202W
4686,hypothetical protein,YNR061C,YNR061C
4687,Acm1p,ACM1,YPL267W
4688,Scp1p,SCP1,YOR367W
4689,mannose-ethanolamine phosphotransferase GPI11,GPI11,YDR302W
4690,palmitoyl-(protein) hydrolase,YLR118C,YLR118C
4691,mitochondrial 37S ribosomal protein YmS18,MRPS18,YNL306W
4692,U2 snRNP complex subunit LEA1,LEA1,YPL213W
4693,Dcp1p,DCP1,YOL149W
4694,Iwr1p,IWR1,YDL115C
4695,Erp3p,ERP3,YDL018C
4696,DNA replication protein PSF1,PSF1,YDR013W
4697,Mso1p,MSO1,YNR049C
4698,Yop1p,YOP1,YPR028W
4699,Mcm16p,MCM16,YPR046W
4700,sterol transporter,NPC2,YDL046W
4701,Gfd1p,GFD1,YMR255W
4702,Isa2p,ISA2,YPR067W
4703,thioredoxin peroxidase AHP1,AHP1,YLR109W
4704,chaperone EMC4,EMC4,YGL231C
4705,Arf family GTPase ARF1,ARF1,YDL192W
4706,J-type chaperone JAC1,JAC1,YGL018C
4707,guanylate kinase,GUK1,YDR454C
4708,Irc25p,IRC25,YLR021W
4709,hypothetical protein,YIL161W,YIL161W
4710,Fmp33p,FMP33,YJL161W
4711,Rtg1p,RTG1,YOL067C
4712,coatomer subunit zeta,RET3,YPL010W
4713,hypothetical protein,YPL108W,YPL108W
4714,Spi1p,SPI1,YER150W
4715,Pam18p,PAM18,YLR008C
4716,hypothetical protein,YCR090C,YCR090C
4718,glutamyl-tRNA(Gln) amidotransferase subunit F,GTF1,YGR102C
4719,hypothetical protein,YBR137W,YBR137W
4720,mRNA-binding translational activator GIS2,GIS2,YNL255C
4721,Ups1p,UPS1,YLR193C
4722,cytochrome c isoform 2,CYC7,YEL039C
4723,RNA methylation protein TRM112,TRM112,YNR046W
4725,Ccw12p,CCW12,YLR110C
4726,Vtc1p,VTC1,YER072W
4727,,,YPR170C
4728,E2 ubiquitin-conjugating protein MMS2,MMS2,YGL087C
4729,hypothetical protein,YCL002C,YCL002C
4730,,,YLR334C
4731,,,YJL086C
4732,Spg1p,SPG1,YGR236C
4733,hypothetical protein,YOL014W,YOL014W
4734,SNAP receptor SNC2,SNC2,YOR327C
4735,Swc7p,SWC7,YLR385C
4736,Cox16p,COX16,YJL003W
4737,Arr2p,ARR2,YPR200C
4738,ribosomal 40S subunit protein S22A,RPS22A,YJL190C
4739,hypothetical protein,YDL157C,YDL157C
4740,,,YIL100W
4741,Gmc2p,GMC2,YLR445W
4742,,,YOL085C
4743,DNA-directed RNA polymerase I core subunit RPA12,RPA12,YJR063W
4744,Ahc2p,AHC2,YCR082W
4745,,,YGL088W
4746,chaperonin-containing T-complex subunit CCT8,CCT8,YJL008C
4748,chromatin-remodeling ATPase ISW1,ISW1,YBR245C
4749,Bem3p,BEM3,YPL115C
4750,DNA-binding protein kinase TEL1,TEL1,YBL088C
4751,Rsc30p,RSC30,YHR056C
4752,phosphopantothenoylcysteine decarboxylase complex subunit CAB3,CAB3,YKL088W
4753,Smi1p,SMI1,YGR229C
4754,Ssh4p,SSH4,YKL124W
4755,hypothetical protein,YCR061W,YCR061W
4756,replication factor C subunit 1,RFC1,YOR217W
4757,pheromone-regulated K(+) transporter PRM6,PRM6,YML047C
4758,Sin4p,SIN4,YNL236W
4759,Trk1p,TRK1,YJL129C
4760,histone chaperone NAP1,NAP1,YKR048C
4761,Iqg1p,IQG1,YPL242C
4762,serine/threonine protein kinase CDC7,CDC7,YDL017W
4763,hypothetical protein,YBR063C,YBR063C
4764,Cac2p,CAC2,YML102W
4765,FG-nucleoporin NUP53,NUP53,YMR153W
4766,DNA-binding transcription factor CAT8,CAT8,YMR280C
4767,malate dehydrogenase (oxaloacetate-decarboxylating),MAE1,YKL029C
4768,putative cytochrome P450,DIT2,YDR402C
4769,arginine permease ALP1,ALP1,YNL270C
4770,hypothetical protein,YHR219W,YHR219W
4771,hexose transporter HXT15,HXT15,YDL245C
4772,asparaginase ASP3-2,ASP3-2,YLR157C
4773,gag protein,YMR046C,YMR046C
4774,Cos5p,COS5,YJR161C
4775,formate dehydrogenase (NAD+),FDH1,YOR388C
4776,Y' element ATP-dependent helicase protein 1 copy 5,YRF1-5,YLR467W
4777,Cos2p,COS2,YBR302C
4778,asparaginase ASP3-4,ASP3-4,YLR160C
4779,"oligo-1,6-glucosidase IMA1",IMA1,YGR287C
4780,hypothetical protein,YCR102C,YCR102C
4781,,,YMR173W-A
4782,hexose transporter HXT6,HXT6,YDR343C
4783,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH2,TDH2,YJR009C
4784,"oligo-1,6-glucosidase IMA3",IMA3,YIL172C
4785,homocitrate synthase LYS20,LYS20,YDL182W
4786,"oligo-1,6-glucosidase IMA2",IMA2,YOL157C
4787,hypothetical protein,YOR389W,YOR389W
4788,elongation factor 2,EFT1,YOR133W
4789,hexose transporter HXT7,HXT7,YDR342C
4790,glutathione exchanger,GEX2,YKR106W
4791,fluoride transporter,FEX2,YPL279C
4792,hypothetical protein,YHR218W,YHR218W
4793,acid phosphatase PHO3,PHO3,YBR092C
4794,,,YPL182C
4795,,,YOL037C
4796,,,YOR364W
4797,,,YJR087W
4798,,,YPL035C
4799,seripauperin PAU2,PAU2,YEL049W
4800,,,YCR103C
4801,seripauperin PAU4,PAU4,YLR461W
4802,,,YKL177W
4803,hypothetical protein,YLR156W,YLR156W
4804,,,YIL059C
4805,seripauperin PAU14,PAU14,YIL176C
4806,,,YLR235C
4807,,,YNL114C
4808,ribosomal 60S subunit protein L35A,RPL35A,YDL191W
4809,hypothetical protein,YLR161W,YLR161W
4810,,,YMR052C-A
4811,,,YJR162C
4812,U4/U6-U5 snRNP complex subunit LSM8,LSM8,YJR022W
4813,homeodomain mating type protein a2,HMRA2,YCR096C
4814,,,YJL067W
4815,,,YPR038W
4816,ribosomal 60S subunit protein L42A,RPL42A,YNL162W
4817,seripauperin PAU6,PAU6,YNR076W
4851,serine/threonine protein kinase SAK1,SAK1,YER129W
4852,myosin 2,MYO2,YOR326W
4853,condensin subunit SMC4,SMC4,YLR086W
4854,aminophospholipid-translocating P4-type ATPase DRS2,DRS2,YAL026C
4855,Dan4p,DAN4,YJR151C
4856,gag-pol fusion protein,YCL019W,YCL019W
4857,ATP-binding cassette multidrug transporter PDR5,PDR5,YOR153W
4858,phosphatidylinositol-3-/phosphoinositide 5-phosphatase INP53,INP53,YOR109W
4859,lysophospholipase,NTE1,YML059C
4860,"alpha,alpha-trehalase ATH1",ATH1,YPR026W
4861,Spt23p,SPT23,YKL020C
4862,serine/threonine protein kinase KIN2,KIN2,YLR096W
4863,DNA-directed RNA polymerase,RPO41,YFL036W
4865,Nup133p,NUP133,YKR082W
4866,ubiquitin-binding TORC1 subunit KOG1,KOG1,YHR186C
4867,putative helicase,YLR419W,YLR419W
4868,Pse1p,PSE1,YMR308C
4869,Ask10p,ASK10,YGR097W
4870,membrane morphogenesis protein VPS13,VPS13,YLL040C
4871,protein kinase HSL1,HSL1,YKL101W
4872,Fmp27p,FMP27,YLR454W
4873,chromatin-remodeling protein SWR1,SWR1,YDR334W
4874,ribonuclease P,RPM2,YML091C
4875,H(+)-transporting V1 sector ATPase subunit H,VMA13,YPR036W
4876,diphthine--ammonia ligase,DPH6,YLR143W
4877,hypothetical protein,YKL050C,YKL050C
4879,hypothetical protein,YKL133C,YKL133C
4880,replication factor A subunit protein RFA1,RFA1,YAR007C
4881,Mcx1p,MCX1,YBR227C
4882,"1,3-beta-glucanosyltransferase GAS1",GAS1,YMR307W
4883,glycine decarboxylase subunit T,GCV1,YDR019C
4884,Fps1p,FPS1,YLL043W
4885,mitochondrial 54S ribosomal protein YmL3,MRPL3,YMR024W
4886,Vrp1p,VRP1,YLR337C
4887,aspartyl aminopeptidase,APE4,YHR113W
4888,DNA repair protein RAD16,RAD16,YBR114W
4889,Vba2p,VBA2,YBR293W
4890,Gsf2p,GSF2,YML048W
4891,U4/U6-U5 snRNP complex subunit SNU66,SNU66,YOR308C
4892,"glycosylphosphatidylinositol-alpha 1,2 mannosyltransferase",SMP3,YOR149C
4893,Rxt2p,RXT2,YBR095C
4894,triglyceride lipase ATG15,ATG15,YCR068W
4895,septin SPR28,SPR28,YDR218C
4896,dolichyl-diphosphooligosaccharide--protein glycotransferase subunit OST1,OST1,YJL002C
4897,RNA-processing protein PTA1,PTA1,YAL043C
4898,asparagine synthase (glutamine-hydrolyzing) 2,ASN2,YGR124W
4899,Bud3p,BUD3,YCL014W
4900,Lcd1p,LCD1,YDR499W
4901,putative mitogen-activated protein kinase kinase MKK2,MKK2,YPL140C
4902,translation initiation factor eIF2B subunit delta,GCD2,YGR083C
4903,hypothetical protein,YBR138C,YBR138C
4904,"fructose 1,6-bisphosphate 1-phosphatase",FBP1,YLR377C
4905,mitochondrial 37S ribosomal protein RSM24,RSM24,YDR175C
4907,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PGS1,YCL004W
4908,chromatin-silencing protein SIR3,SIR3,YLR442C
4909,phosphoprotein phosphatase 2A catalytic subunit PPH22,PPH22,YDL188C
4910,Atg21p,ATG21,YPL100W
4911,Gly-Xaa carboxypeptidase,CPS1,YJL172W
4912,tyrosine protein phosphatase PTP3,PTP3,YER075C
4913,hexose transporter HXT5,HXT5,YHR096C
4914,hypothetical protein,YMR221C,YMR221C
4915,Doa1p,DOA1,YKL213C
4916,transcription factor TFIIB,SUA7,YPR086W
4917,FACT complex subunit POB3,POB3,YML069W
4918,UTP--glucose-1-phosphate uridylyltransferase,YHL012W,YHL012W
4919,Rcy1p,RCY1,YJL204C
4920,27S pre-rRNA (guanosine2922-2'-O)-methyltransferase,SPB1,YCL054W
4921,Rch1p,RCH1,YMR034C
4922,biotin--[acetyl-CoA-carboxylase] ligase BPL1,BPL1,YDL141W
4923,Ape3p,APE3,YBR286W
4924,branched-chain-2-oxoacid decarboxylase THI3,THI3,YDL080C
4925,H(+)-transporting V1 sector ATPase subunit A,VMA1,YDL185W
4926,Cue2p,CUE2,YKL090W
4927,Spt10p,SPT10,YJL127C
4928,"alpha-1,6-mannosyltransferase",MNN11,YJL183W
4929,Env11p,ENV11,YGR071C
4930,transcription factor MIG1,MIG1,YGL035C
4931,Mth1p,MTH1,YDR277C
4932,polo kinase CDC5,CDC5,YMR001C
4933,DNA replication initiation factor CDC45,CDC45,YLR103C
4934,Bfa1p,BFA1,YJR053W
4935,Iml2p,IML2,YJL082W
4936,ATP-dependent RNA helicase DBP8,DBP8,YHR169W
4937,transcriptional regulator SPT3,SPT3,YDR392W
4938,glyoxylate reductase,GOR1,YNL274C
4939,Cdc73p,CDC73,YLR418C
4940,acetyl-CoA hydrolase,ACH1,YBL015W
4941,threonine--tRNA ligase MST1,MST1,YKL194C
4942,Chs6p,CHS6,YJL099W
4944,AAA family ATPase VPS4,VPS4,YPR173C
4945,ATP-dependent 3'-5' DNA helicase,HMI1,YOL095C
4946,uridine permease,FUI1,YBL042C
4947,hypothetical protein,YMR265C,YMR265C
4948,protein-lysine N-methyltransferase,EFM3,YJR129C
4949,Sld3p,SLD3,YGL113W
4950,phosphatidylinositol N-acetylglucosaminyltransferase,GPI1,YGR216C
4951,Puf2p,PUF2,YPR042C
4952,Slk19p,SLK19,YOR195W
4953,Lag2p,LAG2,YOL025W
4954,ketol-acid reductoisomerase,ILV5,YLR355C
4955,Kap114p,KAP114,YGL241W
4956,oxysterol-binding protein related protein OSH7,OSH7,YHR001W
4957,bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase SCT1,SCT1,YBL011W
4958,Syh1p,SYH1,YPL105C
4959,methylenetetrahydrofolate reductase (NAD(P)H) MET12,MET12,YPL023C
4960,exomer complex subunit,BCH1,YMR237W
4961,metallo-dependent hydrolase superfamily protein,YJL070C,YJL070C
4962,Faf1p,FAF1,YIL019W
4963,Fen2p,FEN2,YCR028C
4964,Eds1p,EDS1,YBR033W
4965,alpha/beta hydrolase family protein,ECM18,YDR125C
4966,Ca(2+)-binding ATP:ADP antiporter SAL1,SAL1,YNL083W
4967,Dph2p,DPH2,YKL191W
4968,Caf4p,CAF4,YKR036C
4969,bifunctional alcohol dehydrogenase/S-(hydroxymethyl)glutathione dehydrogenase,SFA1,YDL168W
4970,tRNA methyltransferase TRM7,TRM7,YBR061C
4971,glutamine-dependent NAD(+) synthetase,QNS1,YHR074W
4972,mRNA guanylyltransferase,CEG1,YGL130W
4973,Sip1p,SIP1,YDR422C
4974,Pho23p,PHO23,YNL097C
4975,Tmn3p,TMN3,YER113C
4976,Wsc3p,WSC3,YOL105C
4977,DNA-(apurinic or apyrimidinic site) lyase APN1,APN1,YKL114C
4978,ubiquitin-specific protease UBP7,UBP7,YIL156W
4979,Rgd2p,RGD2,YFL047W
4980,Tex1p,TEX1,YNL253W
4981,putative lipase ROG1,ROG1,YGL144C
4982,Slp1p,SLP1,YOR154W
4983,Stb2p,STB2,YMR053C
4984,SCF ubiquitin ligase complex subunit DAS1,DAS1,YJL149W
4985,tRNA modification protein MTO1,MTO1,YGL236C
4986,ribonuclease T2,RNY1,YPL123C
4987,bifunctional 2-aminoadipate transaminase/aromatic-amino-acid:2-oxoglutarate transaminase,ARO8,YGL202W
4988,Med1p,MED1,YPR070W
4989,nicotinate phosphoribosyltransferase,NPT1,YOR209C
4990,hypothetical protein,YKR075C,YKR075C
4991,Oca5p,OCA5,YHL029C
4992,U4/U6-U5 snRNP complex subunit PRP4,PRP4,YPR178W
4994,Oca4p,OCA4,YCR095C
4995,Utp9p,UTP9,YHR196W
4996,Pbp2p,PBP2,YBR233W
4997,hypothetical protein,YMR209C,YMR209C
4998,1-phosphatidylinositol-4-phosphate 5-kinase,MSS4,YDR208W
4999,formin-binding protein HOF1,HOF1,YMR032W
5001,putative glucosidase SIM1,SIM1,YIL123W
5002,trans-2-enoyl-CoA reductase (NADPH) TSC13,TSC13,YDL015C
5003,Dss1p,DSS1,YMR287C
5004,aminopeptidase,ICP55,YER078C
5005,hypothetical protein,YMR111C,YMR111C
5006,cullin CUL3,CUL3,YGR003W
5008,Ahk1p,AHK1,YDL073W
5009,deoxycytidyl transferase,REV1,YOR346W
5010,Emp65p,EMP65,YER140W
5011,Pub1p,PUB1,YNL016W
5012,Imo32p,IMO32,YGR031W
5013,Cms1p,CMS1,YLR003C
5014,Rga2p,RGA2,YDR379W
5015,Rab geranylgeranyltransferase BET2,BET2,YPR176C
5016,methylenetetrahydrofolate reductase (NAD(P)H) MET13,MET13,YGL125W
5017,Esc8p,ESC8,YOL017W
5018,Drn1p,DRN1,YGR093W
5019,Clg1p,CLG1,YGL215W
5020,acetolactate synthase catalytic subunit,ILV2,YMR108W
5021,tRNA-5-taurinomethyluridine 2-sulfurtransferase,SLM3,YDL033C
5022,GTPase-activating protein RNA1,RNA1,YMR235C
5023,Smc5-Smc6 complex subunit KRE29,KRE29,YER038C
5024,serine/threonine protein kinase ARK1,ARK1,YNL020C
5025,peroxisome biogenesis protein,PEX31,YGR004W
5026,Mlf3p,MLF3,YNL074C
5027,Art5p,ART5,YGR068C
5028,Ndj1p,NDJ1,YOL104C
5029,Mrx1p,MRX1,YER077C
5030,DEAH-box RNA-dependent ATPase PRP2,PRP2,YNR011C
5031,Mup3p,MUP3,YHL036W
5032,tetratricopeptide repeat-containing protein EMW1,EMW1,YNL313C
5033,mitochondrial 37S ribosomal protein MRP4,MRP4,YHL004W
5034,Mrs2p,MRS2,YOR334W
5035,protein translocase subunit TIM44,TIM44,YIL022W
5036,non-canonical poly(A) polymerase PAP2,PAP2,YOL115W
5037,exopolyphosphatase,PPX1,YHR201C
5038,SUMO ligase NFI1,NFI1,YOR156C
5039,Uba4p,UBA4,YHR111W
5040,putative DEAD-box ATP-dependent RNA helicase DBP1,DBP1,YPL119C
5041,hypothetical protein,YJL206C,YJL206C
